,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,spotify_id
"('Veiled In Grey', 'Mystery Jets')",0.00144,0.524,234546,0.875,0,4,0.0843,-3.555,1,0.046,118.066,4,0.387,0ShWk0g5t7cyrthjP27qyM
"('Worked Up So Sexual', 'The Faint')",0.000329,0.266,160387,0.813,0.0514,2,0.133,-9.097,1,0.329,167.477,4,0.647,6hIK6nyeIbBaa4v31Vu19G
"('Iced Cooly', 'Boards Of Canada')",0.751,0.711,142107,0.677,0.546,8,0.269,-16.159,1,0.295,92.092,4,0.247,2puMrk8At4ws8Yo92320F7
"('All I Want Is You', 'U2')",0.106,0.239,389933,0.442,0.0411,1,0.0738,-11.494,1,0.0308,185.723,4,0.4,34sL4eaI8UKWOyYpCvoboU
"('Telegram Sam', 'Bauhaus')",0.17,0.508,131640,0.866,0.00493,2,0.0588,-7.754,1,0.133,93.774,4,0.75,02RkCtqyL31RPoY12N3wqV
"('Totem On The Timeline', 'Klaxons')",3.55e-05,0.354,161027,0.903,0.794,4,0.197,-3.264,1,0.079,167.985,4,0.802,4xcqzr7HNHzlx9QnsZxYMP
"('Evil Angel', 'Breaking Benjamin')",0.000279,0.356,220000,0.9,0.000243,3,0.253,-3.132,1,0.0897,171.835,3,0.604,6HDBZFpozQsnYZ88ic250y
"('In The Summertime', 'Mungo Jerry')",0.724,0.754,211880,0.449,0,4,0.162,-14.013,1,0.0615,82.751,4,0.973,3RNyGLgSvmVRZ7xKUp8Wgd
"(""Little Lover'S So Polite"", 'Silversun Pickups')",0.00153,0.475,298640,0.861,0.00108,2,0.199,-5.507,1,0.0376,116.378,4,0.402,7ETGCDpytsS7Jiz028U7dQ
"('The Empty Threats Of Little Lord', 'Sunset Rubdown')",0.732,0.325,307627,0.251,3.8e-05,9,0.0621,-12.39,0,0.0337,87.427,4,0.129,2cW7GIJtwOi4oMULxS5xCg
"('Strange Fire', 'Indigo Girls')",0.181,0.376,329267,0.478,2.09e-06,9,0.109,-8.479,1,0.0285,87.764,4,0.388,4zaAkCRPhmmaJLMLJ15X2s
"('From Blown Speakers', 'The New Pornographers')",0.177,0.45,169200,0.859,4.16e-06,0,0.127,-3.919,1,0.036,170.064,4,0.689,7KPG0lpFQbpIYzQ6d6Sodo
"('Ba Ba Ba', 'Miss Li')",0.422,0.658,186893,0.815,0.0356,11,0.13,-4.164,1,0.0612,120.196,4,0.841,1qRpVAOEZMKXVcGlL02DhK
"('A Slowly Fainting Memory Of Love And Respect, And Hatred', 'Susumu Yokota')",0.334,0.718,330547,0.924,0.971,4,0.136,-10.857,1,0.0504,124.972,3,0.526,5Rm6su3mqzg3sfVBTtNG6K
"('Foxy Foxy', 'Rob Zombie')",0.0117,0.627,208947,0.847,0,2,0.317,-4.497,1,0.0415,110.123,4,0.62,61u3kwCoVSdYc8DH7JQZlN
"('Yoru Wa Akeru', 'Toe')",0.0166,0.285,350573,0.812,0.331,0,0.0856,-4.009,1,0.039,160.483,3,0.155,5ID9eJGHUD8iOSy350LsNp
"('Birdhouse In Your Soul', 'They Might Be Giants')",0.00381,0.61,198920,0.819,7.92e-06,8,0.285,-8.323,1,0.0666,100.057,4,0.454,6pmuu4qSz2WrtGkBjUfyuz
"('Me Vs. Maradona Vs. Elvis', 'Brand New')",0.2,0.484,319000,0.251,0.134,1,0.0975,-10.446,1,0.0312,181.75,4,0.334,3RQTF7vKlcO5OoBQqcDMKo
"('Luscious', 'K8')",0.000435,0.513,213840,0.747,5.66e-05,2,0.167,-5.776,0,0.0374,137.122,4,0.326,1IZQXu76qQQrxLuYhQn2ek
"(""I Wish I Wasn'T"", 'Heather Headley')",0.778,0.74,255467,0.434,0,1,0.128,-5.714,1,0.0443,111.912,4,0.333,4xVTo97ZBwlT8ai9Wj8zw4
"('Representing', 'John Frusciante')",0.00206,0.438,104867,0.524,9.69e-05,11,0.069,-6.993,0,0.0978,78.996,4,0.654,4HQkrwPG29rj4erXAgLA2C
"(""Tearin' Up My Heart"", '*Nsync')",0.0028,0.686,211000,0.915,7.16e-06,7,0.233,-4.447,1,0.0364,110.054,4,0.796,594M0rqYMOo8BhMGEdoi5C
"('Altar Of Sacrifice', 'Slayer')",0.000297,0.289,170520,0.998,0.416,1,0.0692,-3.593,1,0.144,111.558,4,0.0374,3ci1aGelb4y8BxI5abOwCH
"('Eboni', 'Galaktlan')",0.791,0.316,272067,0.934,0.856,0,0.103,-12.016,1,0.0448,119.999,4,0.101,2BRH8Lq04RmvquMZ5oO94t
"('Truth Of Tomorrow', 'Machinae Supremacy')",2.68e-05,0.375,275840,0.783,0.0122,11,0.0618,-3.786,0,0.0461,104.874,4,0.409,0SCzSv4tKCfZcaDQMQKMYy
"('Irreversible', 'Lesbian')",4.56e-05,0.261,735120,0.868,0.834,4,0.277,-10.134,0,0.0787,133.399,4,0.373,4pefEg0NiSLLYoPPojZ0rl
"('Air Aid', 'Menomena')",0.606,0.545,284160,0.625,0.00113,11,0.242,-10.348,0,0.0507,140.969,4,0.695,1EHbCqhaN9M6HmQTfEICtN
"('Fire Fire', 'Peter Tosh')",0.00305,0.717,153987,0.357,4.99e-06,9,0.177,-12.785,1,0.0606,104.724,4,0.701,4mhl1OYXDfPYYx2lmqWeNx
"('What Else Is There (Trentemøller Remix)', 'Röyksopp')",0.00855,0.756,462373,0.568,0.465,6,0.147,-9.239,0,0.0444,122.982,4,0.247,2eUomofxqu973hHJJuIj51
"('Stand', 'Blues Traveler')",0.105,0.522,319200,0.861,0.00015,2,0.027,-6.236,1,0.0575,107.485,4,0.51,1n73qhc15KRyVTfPhyvk0h
"('Come On', 'Jakalope')",0.000158,0.42,206333,0.805,0.301,10,0.114,-4.281,1,0.0397,121.831,4,0.249,02vq8b7qDmuDbgqUZziWMV
"('Tony The Beat', 'The Sounds')",0.0145,0.736,192067,0.795,1.39e-05,4,0.0443,-3.021,0,0.0368,128.209,4,0.943,2nNz5BuLSaUwwh4rFkH1Zi
"('The Sicilian Clan', 'Ennio Morricone')",0.581,0.536,239893,0.387,0.45,4,0.0481,-13.91,0,0.033,121.223,4,0.19,3mRn0Go2X1oePT8dfCWrBL
"('Soul Kitchen', 'The Doors')",0.33,0.679,213000,0.443,0,9,0.0533,-7.376,1,0.0394,115.843,4,0.609,2Xdc6qyaFBJZ8QW1KhpVci
"('Lazy Lover', 'Brazilian Girls')",0.575,0.691,240333,0.762,0.406,7,0.135,-8.549,1,0.0486,114.021,4,0.317,2Rkl87U5VU2LNTT9gAbA2Z
"('I Am Home', 'Massive Attack')",9.05e-05,0.539,254320,0.78,0.856,1,0.294,-9.489,1,0.0395,168.269,4,0.0548,0aH36wK5r26yyaZiK3RtEx
"('Delivery', 'Babyshambles')",0.00252,0.501,161400,0.909,3.78e-05,5,0.283,-4.196,1,0.0377,140.905,4,0.753,5T9ir6tlqhhbKVzIC0ssbs
"('New Math', 'Drive Like Jehu')",1.2e-05,0.245,246467,0.993,0.727,11,0.127,-6.243,0,0.0896,103.163,4,0.262,6lSqeJ5a8OS1REwIm5OABR
"('Blue Ridge Mountains', 'Fleet Foxes')",0.688,0.524,265773,0.446,0.000745,8,0.101,-7.823,0,0.0275,97.856,4,0.272,03CMUlyOZzrNXJnb8Vzm4l
"('Grounded', 'Pavement')",0.000623,0.292,255560,0.655,0.0863,9,0.139,-6.688,1,0.029,151.997,4,0.297,0V4nGeuNKg3e1DqODJ6uft
"('Too Little Too Late', 'Jojo')",0.0183,0.446,221573,0.77,1.07e-06,6,0.122,-6.121,0,0.0549,82.765,4,0.717,7oUMJhQp5Bqu6HqxSZs02v
"('Midnight Blue', 'Kenny Burrell')",0.546,0.652,242347,0.356,0.000103,5,0.132,-13.733,0,0.0419,148.822,4,0.56,2kF9Ijd7I2Kk2P4bYqUmzG
"('The Slow Descent Into Alcoholism', 'The New Pornographers')",0.00587,0.586,236587,0.701,3.88e-06,11,0.293,-7.123,1,0.0303,143.088,4,0.687,6Vpj1GJAWy7zi02W9de8H7
"('Slam', 'Onyx')",0.0706,0.879,218507,0.692,0.00426,4,0.915,-12.958,1,0.352,98.329,4,0.804,0W2mz7mvaBaEsC4rmoRNPn
"('Tsunami', 'Skywave')",0.00951,0.173,176500,0.843,0.246,0,0.13,-0.798,0,0.111,180.119,4,0.0367,1SzUlOubQCuv2nvbsHpKSL
"('Red Morning Light', 'Kings Of Leon')",0.0792,0.528,179427,0.797,0,9,0.327,-5.387,1,0.044,160.848,4,0.877,3Fc5OiXuy3pgmLLdoDQqjX
"('This Is A Call', 'Foo Fighters')",0.00141,0.261,233360,0.964,2.87e-05,9,0.183,-6.654,1,0.0638,162.902,3,0.326,2wO8aOvN1ogLy1N8XT1WJE
"('The Way You Make Me Feel', 'Michael Jackson')",0.0544,0.877,298120,0.854,5.5e-05,1,0.144,-4.523,1,0.147,114.472,4,0.54,0sKlV58cODrjxGFOyf9IXY
"('Walking With Thee', 'Clinic')",0.000282,0.495,155173,0.646,0.183,1,0.0946,-4.744,1,0.0356,121.767,4,0.432,4TDNLlalAC0MDCpBK2rKaT
"('We Looked Like Giants', 'Death Cab For Cutie')",0.127,0.227,332813,0.799,0.129,11,0.111,-5.927,0,0.0329,87.241,4,0.346,7Gdn9GjADywM5Ob1zLALRn
"('Sugar Assault Me Now', 'Pop Levi')",0.000522,0.273,182600,0.923,0.00221,0,0.0793,-4.06,1,0.0827,156.028,4,0.734,3CRdKODkQVhByuX4wcnc1H
"('Mexico', 'Incubus')",0.595,0.522,258307,0.308,0.0433,5,0.103,-13.873,1,0.0296,113.464,4,0.152,53qf90GmWQ70MH7LNzJHZb
"('Fight', 'Daniel Licht')",0.915,0.627,174187,0.547,0.927,10,0.0725,-16.178,1,0.0784,100.012,4,0.14,52gxW6rPJKa8YNasAaCAH6
"('Catcher In The Rye', ""Guns N' Roses"")",0.0393,0.332,352987,0.924,0.00529,4,0.348,-6.722,1,0.0511,170.424,4,0.388,0NgiTxYAXk6iAJuMqFqgaC
"('Take My Hand', 'Jennifer Gentle')",0.256,0.862,183573,0.278,0.000102,11,0.0861,-13.56,0,0.104,109.643,4,0.411,5g7bvulo9c7ZcCyDI1YfGm
"('Rebel Satellite', 'Up, Bustle & Out')",0.062,0.889,323987,0.67,0.0723,11,0.388,-5.46,0,0.0522,119.01,4,0.556,3P346MLB8gyMELRTt3nqEJ
"('Amazon', 'Billy Cobham')",0.0019,0.663,130142,0.847,0.859,2,0.0969,-15.248,1,0.0997,154.06,4,0.435,2hh09XefI2YUnHQKe9itd9
"('Dead Syndicate', 'Dead Syndicate')",5.86e-05,0.277,187067,0.985,0.78,6,0.163,-5.5,1,0.153,114.921,4,0.0823,769TqIcFNSw0gsT9r7vkv8
"('Up The Punks', 'Add N To (X)')",0.175,0.499,228373,0.637,0.57,5,0.127,-6.858,0,0.0285,98.008,4,0.351,3qEuqNY1ZStzLr2iJuaZFy
"('Desert Search For Techno Allah', 'Mr. Bungle')",0.136,0.296,323960,0.55,0.698,10,0.11,-14.326,0,0.0511,85.865,4,0.219,2iIwHpNsRXERwsUHY7HIb4
"('A Three-Legged Workhorse', 'This Will Destroy You')",0.00855,0.535,550653,0.406,0.772,3,0.0999,-8.577,0,0.036,111.982,4,0.115,2hERMN4Fl5CdlEWiWrCLEX
"('A Comedian Is Someone Who Tells Jokes', 'Cass Mccombs')",0.00242,0.481,210467,0.483,5.65e-06,4,0.311,-7.895,0,0.0285,110.81,4,0.111,4eKg7Hv4G20nCOBbX8G2WZ
"('The Velourium Camper Ii: Backend Of Forever', 'Coheed And Cambria')",0.0073,0.523,332613,0.859,0,1,0.0981,-6.533,1,0.159,162.228,3,0.658,1dqP98znuj0gU9EWoBK43N
"('Que Vuelvas', 'Shakira')",0.0185,0.688,230800,0.917,0.00241,2,0.0712,-7.449,1,0.0314,123.873,4,0.788,3DjXu9jBpV5lPbhHQVyPQd
"('Honestly', 'Cartel')",2.48e-05,0.449,207333,0.903,0,1,0.133,-4.949,1,0.0388,144.522,4,0.583,0wGWmko6pOeimMMATKGz2I
"('I Think They Like Me (So So Def Remix)', 'Dem Franchize Boyz')",0.00426,0.567,281893,0.615,0,7,0.216,-8.166,1,0.436,82.997,4,0.662,0BO4rahihpwk6AkZt8SC51
"('Promises', 'The Cranberries')",0.0674,0.506,327573,0.858,0,4,0.161,-3.094,0,0.05,130.059,4,0.274,15Trb1S2FDZSMLDzWfnlbg
"('Leaders', 'Archer Prewitt')",0.0998,0.311,264640,0.584,0.000914,6,0.109,-8.676,1,0.032,83.495,4,0.261,59DhM6IJkagD6MxTdmR596
"('I Hate This Part', 'The Pussycat Dolls')",0.0783,0.746,218387,0.61,0,5,0.251,-4.236,1,0.033,111.567,4,0.529,4mYd9FQyU5eekDJyVeIRgS
"('We Live In An Expanding Universe', 'Kelley Polar')",0.00766,0.769,294520,0.583,0.895,2,0.238,-9.73,1,0.0341,135.016,4,0.68,5avlowVFuwmmXqA4MZ6fEU
"('Sleep Now In The Fire', 'Rage Against The Machine')",0.00162,0.426,205600,0.929,0.105,2,0.0789,-6.729,1,0.0701,127.059,4,0.539,1MQTmpYOZ6fcMQc56Hdo7T
"('Pelican Narrows', 'Caribou')",0.299,0.628,230133,0.529,0.723,5,0.0924,-10.569,0,0.0278,92.848,4,0.527,439hd77C9p8ZJx5aoXSVQN
"('Marooned', 'Pink Floyd')",0.386,0.412,330385,0.34,0.574,7,0.12,-14.836,1,0.0294,74.212,4,0.144,6bIPHR8AJG5HAcn9oF21Ma
"('Air France', 'Blueboy')",0.423,0.423,147830,0.256,0.0454,4,0.106,-15.82,0,0.0336,136.385,4,0.227,1HRWNi13DJG3xK5HqsZWPB
"('Sweetest Perfection', 'Depeche Mode')",0.013,0.62,282347,0.785,0.0191,11,0.0662,-9.6,1,0.0578,101.814,3,0.568,2YGFDRqaOnejsnTkKe4VKE
"('Hybrid Cult', 'Scar Symmetry')",0.000154,0.379,300093,0.982,0.199,6,0.246,-4.254,1,0.104,144.957,4,0.298,36dUnuFrChWvlqtqGCUJSa
"('No Sign Of The Messiah (Part Ii)', 'On The Might Of Princes')",0.0996,0.297,91560,0.674,0.739,0,0.185,-8.123,1,0.0331,68.005,4,0.17,43QRiAIOV5NZtRyZhh3WLA
"('Come On', 'Client')",0.00277,0.531,242787,0.672,0.000206,1,0.3,-3.306,1,0.034,122.961,4,0.822,0HB9SZza5jUjcoqAN3sCSq
"('He Needs Me', 'Nina Simone')",0.919,0.436,149331,0.0561,0,6,0.181,-19.922,0,0.046,103.882,3,0.189,2ixmMs7ozgTGOlIgJfyibD
"('So Easy', 'Röyksopp')",0.0294,0.715,249360,0.807,0.828,10,0.442,-10.402,0,0.0515,104.016,4,0.458,0rOaRWuB9sml2q60FuB0I8
"('Het Regent Zonnestralen', 'Acda En De Munnik')",0.411,0.62,225733,0.752,0,7,0.109,-5.647,1,0.0309,108.09,4,0.829,1a2GeLs7aMPvwJOjcVK0Vl
"('Bullets', 'Tunng')",0.689,0.76,358547,0.419,4.88e-06,6,0.259,-8.418,0,0.0411,94.998,4,0.585,14XVZ4NPAT3cAOik3ZPGHE
"('Skin Vision', 'Iamx')",0.0243,0.6,309360,0.663,0.00636,1,0.0889,-11.915,1,0.0328,122.987,4,0.646,4ayZToDue1ai3Ql5Llcdxl
"('Can You Get To That', 'Funkadelic')",0.539,0.689,171560,0.83,0,8,0.0882,-8.774,1,0.0954,140.732,4,0.815,6QUngYwZ65et2ye7Bj85EK
"('Gas Tank', 'Home Video')",0.239,0.751,183093,0.523,0.00253,7,0.0952,-10.566,0,0.0493,110.027,4,0.21,3khE8DsaverPhVWkEe3WUZ
"('Because I Was Too Nervous At That Time', 'My Little Airport')",0.00368,0.471,151693,0.752,0,1,0.287,-6.468,1,0.0325,140.08,4,0.633,1NLYYwdocru9Lt7MhIIyi6
"(""La Stagione Dell'Amore"", 'Franco Battiato')",0.314,0.689,223587,0.781,4.33e-06,7,0.332,-8.513,1,0.0668,118.122,4,0.322,0PWrXppMCvAKgZule0Nvhg
"(""Just Ain'T Gonna Work Out"", 'Mayer Hawthorne & The County')",0.42,0.849,218413,0.601,8.88e-06,6,0.108,-5.682,0,0.0319,110.019,4,0.966,7tBZa65xUKMMan9tIMPqbi
"('F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E', 'Pulp')",0.0193,0.396,361360,0.536,0.00387,9,0.0783,-10.279,0,0.0476,136.612,4,0.477,2BpRBPregNPge2fwfs7t38
"('Big Bird', 'Eddie Floyd')",0.00674,0.505,179440,0.62,2.36e-06,9,0.359,-10.51,1,0.0364,115.471,4,0.746,1jJr041pf1dPeNhvI8rbF5
"('Nothing But Green Lights', 'Tom Vek')",0.0133,0.722,256893,0.692,0.00715,5,0.115,-5.844,1,0.0287,128.205,4,0.687,3rvyilQGTIhwM1GbJIfJWF
"('Consolation Prizes', 'Phoenix')",0.000725,0.706,196253,0.606,0.000358,11,0.107,-5.362,1,0.0386,102.0,4,0.897,5yakRZmZ20eaZ1J4nDgQhN
"('Kennel District', 'Pavement')",1.51e-05,0.376,179733,0.856,0.679,9,0.0935,-8.974,1,0.0269,95.239,4,0.864,4PQO1lEGr120gT9Um8xQoD
"('Darling', 'Popular Computer')",0.018,0.675,224480,0.741,0.775,3,0.0895,-7.855,0,0.0318,124.027,4,0.951,4r0tfGWbyzN4TjVUvEMwQ1
"('Kill You', 'Eminem')",0.154,0.807,264400,0.561,5.48e-05,11,0.302,-8.187,1,0.437,107.092,4,0.672,5eGEc27nnhtmcOh6RC890a
"('Mongo Norway', 'Black Debbath')",0.0169,0.433,236667,0.721,3.23e-06,0,0.14,-7.338,1,0.0506,129.407,4,0.466,4tPsqCfoV1OcRZP4WKuVbW
"('The March Of The Swordmaster', 'Rhapsody Of Fire')",0.00392,0.326,307080,0.977,3.6e-06,11,0.96,-3.308,0,0.106,164.931,3,0.426,4SVvcpV405o9U4oA01JnXS
"('Baby Took A Limo To Memphis', 'Guy Clark')",0.413,0.815,248213,0.325,2.16e-06,9,0.135,-10.529,1,0.0576,95.771,4,0.656,7AipcjOUiMpkEeQZpqNuNk
"('Suddenly', 'Herbert')",0.125,0.697,389627,0.661,0.591,1,0.136,-13.131,1,0.0496,119.979,4,0.225,5yiZGb1Q7bviJubiReqV8H
"('Washing Up (Tiga Remix)', 'Tomas Andersson')",0.000358,0.789,219133,0.455,0.919,6,0.0967,-10.357,1,0.0619,128.01,4,0.321,7FNmPixdhBkPMcfWxMAZAw
"('Angels', 'The 69 Eyes')",0.00521,0.475,239893,0.885,0.0115,7,0.179,-3.645,1,0.068,124.042,4,0.223,463QaNTee4ZguD5Asj1eVc
"('Return Of The Ninja Droids', 'Desert Planet')",0.0539,0.545,189507,0.74,0.836,0,0.0383,-7.74,0,0.031,137.984,4,0.367,0gVJwJBbcyv2RqzB5rihfV
"('Dying Slowly', 'Tindersticks')",0.146,0.538,276693,0.27,0.000603,2,0.11,-12.87,1,0.0327,111.547,4,0.253,6R0DzTuHhJdrC9wG1OF5Vy
"('Darkness', 'Phutureprimitive')",0.0111,0.586,449840,0.656,0.553,2,0.497,-13.463,1,0.0367,180.042,4,0.189,16r3eov8Zifye0oeiIFEhC
"('Without Msg I Am Nothing', 'Mclusky')",0.00689,0.38,176973,0.964,0.000192,8,0.262,-3.565,1,0.102,116.602,4,0.272,1lIhjpG43IG5b6Ks7Ni6iT
"('Here Comes The Nice', 'Small Faces')",0.138,0.575,227733,0.825,0,2,0.0858,-5.173,1,0.0299,122.049,4,0.611,6uQfeT9V8KNlLomlKSOdq4
"('Suffer Little Children', 'The Smiths')",0.0223,0.633,330973,0.51,0.0545,2,0.0875,-9.433,1,0.0246,99.52,4,0.711,3nk8Vxo0BuovX4UtvuvcHR
"('Bicycles', 'The Clientele')",0.0336,0.13,138507,0.454,0.464,0,0.085,-8.069,1,0.0343,205.759,4,0.194,73GGr1y25HMRj3sU6WSDuG
"('Ne Contsom A Coltsom', 'Scsi-9')",0.123,0.767,377213,0.604,0.913,1,0.109,-13.22,0,0.0562,125.025,3,0.465,3QLORkgTUeWFjwVHeOAV5f
"('Robbers', 'Cold War Kids')",0.0669,0.591,218333,0.568,5.43e-06,4,0.105,-10.029,1,0.0343,87.646,4,0.354,454rDVmWud9NvqZHF9AQjt
"('No Quarter', 'Dread Zeppelin')",0.153,0.509,274000,0.681,0.399,1,0.611,-10.072,0,0.0371,81.231,4,0.879,7srOj8XzKptT4XozaENNk2
"('Mdmh (Miami Dust Mite Harvest)', 'Add N To (X)')",3.54e-06,0.155,264600,0.828,0.705,0,0.211,-8.422,1,0.0624,172.407,4,0.207,3QFPWTMpuG1CAh5Mkrr611
"('The Look Of Love', 'Abc')",0.11,0.731,209160,0.91,0.000447,9,0.313,-4.559,0,0.0918,120.991,4,0.886,6HvUtPLqkP0t6zd6YNdWby
"('Swastika Eyes', 'Primal Scream')",5.12e-06,0.465,423960,0.95,0.361,9,0.191,-7.162,0,0.0373,133.759,4,0.31,4YLNn4UXFxQ8MpkhKfJA1O
"('The Celibate Life', 'The Shins')",0.57,0.371,110547,0.513,1.37e-05,2,0.375,-7.495,1,0.0294,100.893,3,0.545,0JCIxmfGQLtGSsmNaNJIXt
"('Notice', 'Gomez')",0.062,0.529,241547,0.619,0.000401,4,0.124,-6.975,1,0.0332,154.288,4,0.632,0nJ8ziCSgN93FsYsOI5hVH
"('Mercy', 'Iamx')",0.168,0.434,364213,0.567,0.037,5,0.319,-11.046,0,0.0324,82.976,3,0.371,6QL9uv6qgK1hppsjxmRc0b
"(""Big Girls Don'T Cry"", 'Fergie')",0.239,0.712,268120,0.647,0,7,0.0955,-4.277,1,0.0336,113.116,4,0.292,3Q4WeJmzxuDpzMu9QjQqbM
"('Keep Breathing', 'Ingrid Michaelson')",0.742,0.518,205573,0.311,0.00781,7,0.116,-12.006,1,0.033,126.025,3,0.214,33Fcvwkex4XC2ju0JIRg36
"('Stop The Rock', 'Apollo 440')",0.267,0.6,212707,0.987,0.0435,10,0.266,-3.423,1,0.0762,150.006,4,0.615,2P2WxNOdEjjJ98dIeajyqu
"('Yalnız Kalsın', 'Hayko Cepkin')",0.0456,0.534,209480,0.756,0.00156,11,0.078,-5.549,0,0.0489,160.091,4,0.264,74v094qCcuEzXAy3H9giKG
"('In Taberna', 'Corvus Corax')",0.0191,0.603,175813,0.969,0.462,9,0.17,-6.911,0,0.057,160.018,4,0.357,3FHe6z5w5zAScjz7rrxHCH
"('Breathing Slowly', 'Crossfade')",0.0267,0.496,194800,0.809,2.92e-06,1,0.113,-7.465,1,0.148,175.909,4,0.487,0xsC1NVy9nI66ofPyyb4wa
"('Mathletics', 'Foals')",0.0102,0.555,188000,0.991,0.506,2,0.356,-2.705,1,0.15,144.935,4,0.352,57PqYPpY9sB8IQlRlnDVnN
"('Arms Of My Baby', 'Joss Stone')",0.0841,0.674,172467,0.821,2.3e-05,6,0.621,-4.204,1,0.0392,109.995,4,0.54,3m95v7MBsEC3HULAZy0gyX
"('Saying Sorry', 'Hawthorne Heights')",0.0271,0.42,187680,0.956,1.32e-05,1,0.134,-2.195,0,0.0723,168.99,4,0.529,0ZFUn5dFxuN3Um8y6ubX93
"('Battles In The North', 'Immortal')",0.0158,0.22,251797,0.985,0.637,5,0.296,-4.335,1,0.0813,101.328,3,0.0314,64QlOYDUVsEi4IATvLvWMi
"('Carnivalse', 'Gonzales')",0.988,0.418,150573,0.0324,0.933,3,0.119,-25.427,0,0.0471,101.562,4,0.105,26OoAe3yBEBwPPkRHPjdno
"('Down On Love', 'Ferry Corsten')",8.11e-05,0.631,295840,0.75,0.0266,1,0.104,-8.839,0,0.0342,130.978,4,0.187,0EgHpeook8u4jq5klpfXcC
"('Veronica Fever', 'The Raveonettes')",7.04e-05,0.404,156733,0.932,0.747,3,0.0937,-3.233,1,0.0518,121.13,3,0.47,5LraxjzdrZOzO89qAgfTKZ
"('Northwestern Girls', 'Say Hi')",0.0591,0.594,221533,0.57,0.138,2,0.108,-8.469,1,0.0271,145.989,4,0.141,3uUzv4BmDxCQjfF4WxOnEj
"('Indios De Barcelona', 'Mano Negra')",0.129,0.617,160467,0.927,0.000135,7,0.228,-8.836,1,0.0533,138.749,4,0.757,1POE9tINTU9O31nByTiIP3
"('Evil', 'The 4-Skins')",7.86e-05,0.329,95253,0.83,0.000169,2,0.0945,-14.815,1,0.0342,148.986,4,0.745,46fADIujNHQPCCZQDbupT6
"('Vanity Fair', 'Mr. Bungle')",0.134,0.184,178027,0.823,9.64e-05,5,0.113,-6.342,0,0.0633,202.039,3,0.31,40s7Uviq1TiFbaLikCQPvW
"('Regret', 'New Order')",0.00146,0.506,248973,0.931,0.0227,5,0.27,-5.635,1,0.0305,129.568,4,0.865,1UVll7jjUlqSGxCZ6uXVaD
"('Lollipop', 'Mika')",0.0302,0.712,183533,0.596,3.32e-06,1,0.13,-5.31,1,0.0761,95.994,4,0.879,1JAnC4VkVIbO7C6Vislnue
"('Effigy', 'Andrew Bird')",0.884,0.418,306400,0.274,0.00302,3,0.164,-11.216,1,0.0357,186.212,3,0.142,7o7Sn2I4xDB7jiSS4YZ4Ms
"('Breeze Black Night', 'The Ditty Bops')",0.811,0.652,179760,0.373,0.0695,6,0.0934,-12.197,0,0.0295,128.199,4,0.113,3jvJSB3sgqXtKGHqfCdorx
"('Soul Burn', 'Meshuggah')",0.00057,0.412,317933,0.937,0.121,1,0.121,-6.736,1,0.0978,137.004,3,0.436,3oKST2HXbmF6ZEaytf7BU3
"('Hold Up A Light', 'Take That')",0.0658,0.565,267960,0.686,0,5,0.117,-5.735,1,0.0317,126.98,4,0.336,3ACZrIdyipWtpXDtW1Ofxx
"('Reinventing Axl Rose', 'Against Me!')",0.00215,0.415,144998,0.937,0.00367,9,0.141,-5.526,1,0.0476,127.382,4,0.864,4Aqt8hieA7hkLgC6i7fGDs
"('Kaini Industries', 'Boards Of Canada')",0.99,0.401,59293,0.0189,0.924,3,0.115,-30.354,0,0.0346,75.914,4,0.723,3aqXL0g0eeZrS4Qlf7dV8O
"('Boombox (La Riots Remix)', 'Kylie Minogue')",0.0649,0.688,236533,0.836,0.000503,7,0.0907,-6.412,1,0.112,128.058,4,0.806,65BSgfhZfJ17YUHvBtQnLu
"('Badonkadonkey', 'Born Ruffians')",0.328,0.551,177160,0.846,1.53e-05,2,0.102,-6.335,1,0.306,189.12,4,0.853,50bN8jr7kFTkLOeaj5fd4d
"('Golden Slumbers', 'The Beatles')",0.326,0.419,91760,0.152,0.0034,0,0.113,-12.126,1,0.0277,80.608,4,0.239,01SfTM5nfCou5gQL70r6gs
"('Buck Rogers', 'Feeder')",0.000254,0.486,192027,0.948,0.000688,5,0.076,-4.239,1,0.0604,120.82,4,0.171,6d9SHDUdm2BZOzXG97GyPZ
"(""Goin' Against Your Mind"", 'Built To Spill')",0.121,0.276,522133,0.937,0.749,7,0.0211,-5.955,1,0.138,186.754,4,0.339,1rxz8AseGxCsYQDHyg4scv
"('Mal Poli', 'Yelle')",0.0959,0.82,174680,0.86,0.0475,0,0.0229,-4.749,1,0.124,147.994,4,0.862,3ygA3p2qb96FuzDLRXFwIN
"('Such Great Heights', 'Iron & Wine')",0.61,0.519,231760,0.515,5.66e-05,5,0.107,-9.448,1,0.031,80.329,4,0.714,0iWUW8UNkmyUa8Aa6anow6
"('Pictures On My Wall', 'Echo & The Bunnymen')",0.947,0.343,215750,0.183,0.878,3,0.0959,-16.219,1,0.0397,74.225,4,0.0688,2gCd69plASs1CIhfArHlPQ
"('Hydraulicks', 'Che')",0.000538,0.512,263000,0.898,0.0153,8,0.128,-8.214,1,0.0308,134.279,4,0.878,4aF8kNMbEE7djqJON261Pd
